nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";336354.46;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";291341.39;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";350441;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";302761.22;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";400464.28;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";340729.64;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";347382.93;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";244750.59;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";240655.92;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";270924.1;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";246077.97;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";271750.65;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";252294.93;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";259057.16;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";290711.36;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";286049.47;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";283201.3;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";268327.11;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";387723.43;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";396530.66;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";246203.81;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";295576.53;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";204192.47;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";211529.93;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";221124.05;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";233411.63;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";319133.98;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";315481.09;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";375359.56;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";328874.54;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";270856.32;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";331267.09;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";316190.72;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";352878.21;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";346208.19;RIAU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";287877.94;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";273134.6;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";341275.01;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";285183.38;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";449106.13;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";375168.68;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";257238.07;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";248154.86;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";260248.81;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";255319;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";274157.44;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";245927.94;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";255797.72;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";268003.62;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";302069.66;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";338235.32;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";302037.12;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";391851.73;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";400086.16;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";267177.84;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";297929.32;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";215790.81;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";217357.46;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";233542.57;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";240903.62;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";342515.94;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";303436.23;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";397246.05;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";349305.78;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2017;"Semester 1 (Maret)";278277.85;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";330958.33;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";314243.1;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";346896.34;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";335922.13;RIAU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";301576.33;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";279284.44;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";343868.51;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";289705.73;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";424845.04;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";346267.42;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";347382.93;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";248505.46;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";244606.4;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";267500.63;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";250804.58;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";272551.53;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";249883.56;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";257263.29;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";272537.49;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";297455.38;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";320636.54;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";287959.87;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";389151.78;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";398122.7;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";257489.3;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";297375.78;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";211452.03;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";215619.58;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";229465.58;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";239358.77;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";333356.84;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";306642.38;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";389400.29;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";344637.05;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";274544.38;INDONESIA
